検索語句レポート
2025年10月20日 - 2025年11月18日
検索語句,マッチタイプ,追加済み / 除外済み,キャンペーン,広告グループ,表示回数,インタラクション,インタラクション率,通貨コード,平均費用,費用,キャンペーン タイプ
パナソニック ホームズ 浦和,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
翌 桧 建興,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,1,1,100.00%,JPY,640,640,検索
埼玉 県 さいたま 市 浦和 区 神明 2 丁目 12 エムイー plus 埼京,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
大宮 建設 会社,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
空き家 リノベーション,完全一致,なし,Search-1,Search-1 - 動的広告グループ,6,0,0.00%,JPY,0,0,検索
住 環 工房,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
祐 工商 事 株式 会社,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
ジビキ 建設 吉川,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
埼玉 宮大工,完全一致,なし,Search-1,Search-1 - 動的広告グループ,2,0,0.00%,JPY,0,0,検索
丸山 工務 店 埼玉,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
プラウド シティ 南 浦和 ヒル トップ,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,2,0,0.00%,JPY,0,0,検索
ユー プラン 志木,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
住宅 改修 さいたま 市,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
浦和 展示 場,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,7,0,0.00%,JPY,0,0,検索
リフォーム 桜 区,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
輸入 住宅 工務 店,インテント マッチ,なし,Search-1,広告グループ 1 個,2,0,0.00%,JPY,0,0,検索
グラント ホーム 三郷,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
坂戸 不動産,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
アールツー ホーム,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
高 元 建設,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
アイ 工務 店 三郷 展示 場,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
佐々木 工務 店,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
佐々木 リフォーム,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
三幸 工務 店,完全一致,なし,Search-1,Search-1 - 動的広告グループ,2,0,0.00%,JPY,0,0,検索
ふる さわ リビング,完全一致,なし,Search-1,Search-1 - 動的広告グループ,2,0,0.00%,JPY,0,0,検索
弓田 工務 店,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
木 の 家,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
東浦 和 展示 場,インテント マッチ,なし,Search-1,広告グループ 1 個,2,0,0.00%,JPY,0,0,検索
埼玉 県 畳,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
東松山 リフォーム 会社,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
豊田 建設 三郷 市,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
中央 住宅 武蔵 浦和,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
住友 林業 新 都心,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
さいたま 市 網戸 張替え,完全一致,なし,Search-1,Search-1 - 動的広告グループ,2,0,0.00%,JPY,0,0,検索
近藤 建設 上 福岡,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
さいたま 市 屋根 塗装,完全一致,なし,Search-1,Search-1 - 動的広告グループ,2,0,0.00%,JPY,0,0,検索
リノベーション 事業,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
埼玉 新日軽,インテント マッチ,なし,Search-1,広告グループ 1 個,3,0,0.00%,JPY,0,0,検索
北 坂戸 団地 テラス ハウス,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
アイ 工務 店 鶴ヶ島,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
中村 建設 宮代,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
埼玉 県民 共済 住宅,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
浦和 美園 ハウジング ステージ,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
小川 工務 店,完全一致,なし,Search-1,Search-1 - 動的広告グループ,9,1,11.11%,JPY,10,10,検索
リフォーム 会社,完全一致,なし,Search-1,Search-1 - 動的広告グループ,24,1,4.17%,JPY,155,155,検索
さいたま 市 西区 工務 店,完全一致,なし,Search-1,Search-1 - 動的広告グループ,3,1,33.33%,JPY,14,14,検索
リノベ る,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
上尾 展示 場,インテント マッチ,なし,Search-1,広告グループ 1 個,5,0,0.00%,JPY,0,0,検索
くらし 工房,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
アップル ホーム 狭山,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
リフォーム 会社 近く,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
住まい るー む トミオカ,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
ism リフォーム,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
屋根 リフォーム,完全一致,なし,Search-1,Search-1 - 動的広告グループ,2,0,0.00%,JPY,0,0,検索
あい ホーム,インテント マッチ,なし,Search-1,広告グループ 1 個,2,0,0.00%,JPY,0,0,検索
ジャスト ホーム,インテント マッチ,なし,Search-1,広告グループ 1 個,2,0,0.00%,JPY,0,0,検索
久喜 住宅 公園 イベント,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
昭栄 建設 埼玉,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
行田 市 リフォーム 会社,完全一致,なし,Search-1,Search-1 - 動的広告グループ,8,1,12.50%,JPY,133,133,検索
芦 葉 工務 店,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
lixil ショールーム さいたま,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
大宮 北 住宅 展示 場,インテント マッチ,なし,Search-1,広告グループ 1 個,3,0,0.00%,JPY,0,0,検索
スタジオ マグ,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
アーキテク ト ディベロッパー さいたま 支店,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
部屋 の 内装 リフォーム,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
東 久留米 リフォーム,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
川越 リクシル ショールーム,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
富永 工務 店,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
クロス 張替え 激安 埼玉,完全一致,なし,Search-1,Search-1 - 動的広告グループ,2,0,0.00%,JPY,0,0,検索
白馬 建設 南 浦和,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
住友 林業 ホーム テック 埼玉 西 支店,インテント マッチ,なし,Search-1,広告グループ 1 個,2,0,0.00%,JPY,0,0,検索
銭屋 工務 店 埼玉,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
ウィザース ホーム 浦和,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
下村 工務 店,完全一致,なし,Search-1,Search-1 - 動的広告グループ,2,0,0.00%,JPY,0,0,検索
グランディ ハウス 注文 住宅,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
介護 リフォーム,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
ヤマダ 電機 リフォーム,完全一致,なし,Search-1,Search-1 - 動的広告グループ,6,0,0.00%,JPY,0,0,検索
戸田 市 建設 会社,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,1,1,100.00%,JPY,51,51,検索
さいたま 市 外装,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
内装 業者,完全一致,なし,Search-1,Search-1 - 動的広告グループ,2,0,0.00%,JPY,0,0,検索
蕨 市 工務 店,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
大 規模 修繕 リフォーム,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
有限 会社 関東 住 建,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
リフォーム 会社,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
ユニバーサル ホーム 浦和,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
住宅 情報 館,インテント マッチ,なし,Search-1,広告グループ 1 個,3,0,0.00%,JPY,0,0,検索
明和 工務 店,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
北上尾 住宅 展示 場,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
一条 工務 店 平屋 1500 万 円,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
岩崎 岳,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
オレンジ ホーム 企画,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
リフォーム 大工 直接,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
島田 建設,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
金沢 工務 店,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
街 の 屋根 や さん 埼玉,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
ハウス メンテ みやび,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,2,0,0.00%,JPY,0,0,検索
川口 市 不動産 会社,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
株 フェルゼ 伸 興,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
suumo リフォーム,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
山崎 工務 店 新築 リノベ リフォーム,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
鳩ヶ谷 展示 場,インテント マッチ,なし,Search-1,広告グループ 1 個,2,0,0.00%,JPY,0,0,検索
すまい パーク 東浦 和,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
リフォーム リクシル,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
ハウス メーカー 協力 業者 募集 埼玉,インテント マッチ,なし,Search-1,広告グループ 1 個,10,0,0.00%,JPY,0,0,検索
積水 ハウス 埼玉 南,インテント マッチ,なし,Search-1,広告グループ 1 個,2,0,0.00%,JPY,0,0,検索
オープン ハウス アーキテク ト,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
埼玉 県 工務 店,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,1,100.00%,JPY,169,169,検索
富士見 市 リフォーム 会社,完全一致,なし,Search-1,Search-1 - 動的広告グループ,5,1,20.00%,JPY,90,90,検索
古澤 リビング さいたま 市,完全一致,なし,Search-1,Search-1 - 動的広告グループ,2,0,0.00%,JPY,0,0,検索
株式 会社 ユーディケー,インテント マッチ,なし,Search-1,広告グループ 1 個,2,0,0.00%,JPY,0,0,検索
風間 工務 店,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
川越 リフォーム 工務 店,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
解体 埼玉,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
アーク ホーム さいたま 新 都心,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,2,0,0.00%,JPY,0,0,検索
宮本 工務 店,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
輝 龍 株式 会社,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
建築 埼玉 県,完全一致,なし,Search-1,Search-1 - 動的広告グループ,3,0,0.00%,JPY,0,0,検索
柳川 工務 店 鶴ヶ島,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
山 商 リフォーム サービス,完全一致,なし,Search-1,Search-1 - 動的広告グループ,2,0,0.00%,JPY,0,0,検索
草加 市 リフォーム 会社,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,1,100.00%,JPY,24,24,検索
越谷 住宅 展示 場,インテント マッチ,なし,Search-1,広告グループ 1 個,3,0,0.00%,JPY,0,0,検索
大和 ハウス,インテント マッチ,なし,Search-1,広告グループ 1 個,4,0,0.00%,JPY,0,0,検索
三郷 市 注文 住宅,完全一致,追加済み,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
南 浦和 ガーデン ハウス,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
蕨 市 リフォーム 会社,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
ドリーム ハウス,インテント マッチ,なし,Search-1,広告グループ 1 個,2,0,0.00%,JPY,0,0,検索
店舗 内装 リフォーム,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
大和 工務 店,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
久保田 建設 加須,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
株式 会社 輝 夢,インテント マッチ,なし,Search-1,広告グループ 1 個,2,0,0.00%,JPY,0,0,検索
一条 工務 店 武蔵 浦和 展示 場,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
朝霞 工務 店,完全一致,なし,Search-1,Search-1 - 動的広告グループ,4,0,0.00%,JPY,0,0,検索
川越 建設 会社,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,5,0,0.00%,JPY,0,0,検索
鳩山 町 リフォーム,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
住宅 リフォーム 工事,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
戸田 市 リフォーム 会社,完全一致,なし,Search-1,Search-1 - 動的広告グループ,4,1,25.00%,JPY,68,68,検索
工務 店,完全一致,なし,Search-1,Search-1 - 動的広告グループ,131,4,3.05%,JPY,91,364,検索
大 新 工務 店 ふじみ野,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
コクーン シティ 住宅 展示 場,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
埼玉 県 リフォーム 助成 金,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
