収支区分,管理番号,発生日,支払期日,取引先,勘定科目,税区分,金額,税計算区分,税額,備考,品目,部門,メモタグ（複数指定可、カンマ区切り）,支払日,支払口座,支払金額
支出,,2021/08/06,,足立入谷ＳＳ,車両費,課対仕入10%,2000,内税,181,"",,,,2021/08/06,現金,2000
支出,,2021/08/06,,ケンデポ,仕入高,課対仕入10%,6767,内税,615,"",,,,2021/08/06,現金,6767
支出,,2021/08/05,,ロイヤルホームセンター,仕入高,課対仕入10%,17855,内税,1623,"",,,,2021/08/05,現金,17855
支出,,2021/08/05,,ケンデポ,仕入高,課対仕入10%,1401,内税,127,"",,,,2021/08/05,現金,1401
支出,,2021/08/05,,,旅費交通費,課対仕入10%,1430,内税,130,,,,,2021/08/05,freeeセゾンプラチナビジネスカード,1430
支出,,2021/08/05,,,旅費交通費,課対仕入10%,460,内税,41,,,,,2021/08/05,freeeセゾンプラチナビジネスカード,460
収入,4,2021/08/05,,株式会社ジューテクノ,売上高,課税売上10%,391600,内税,35600,ゴミ処理代＋リサイクル処分費含む,,,,2021/08/31,みずほ（法人）（API）,2566662
,,,,,売上高,課税売上10%,132000,内税,12000,積込運搬作業費＊２トントラック配車,,,,2021/08/10,みずほ（法人）（API）,1000000
,,,,,売上高,課税売上10%,149270,内税,13570,床東リウッドタイル,,,,,,
,,,,,売上高,課税売上10%,18920,内税,1720,接着剤　１８キロ缶,,,,,,
,,,,,売上高,課税売上10%,132000,内税,12000,施工費,,,,,,
,,,,,売上高,課税売上10%,396000,内税,36000,施工費,,,,,,
,,,,,売上高,課税売上10%,143220,内税,13020,１２ベニア,,,,,,
,,,,,売上高,課税売上10%,3080,内税,280,９ベニア,,,,,,
,,,,,売上高,課税売上10%,52360,内税,4760,１２ボード,,,,,,
,,,,,売上高,課税売上10%,38610,内税,3510,９ボード,,,,,,
,,,,,売上高,課税売上10%,60192,内税,5472,垂木３０＊４０＊３０００,,,,,,
,,,,,売上高,課税売上10%,19580,内税,1780,間柱,,,,,,
,,,,,売上高,課税売上10%,42460,内税,3860,トイレ用器具,,,,,,
,,,,,売上高,課税売上10%,18700,内税,1700,巾木,,,,,,
,,,,,売上高,課税売上10%,22000,内税,2000,ビス金物、ボンド,,,,,,
,,,,,売上高,課税売上10%,770000,内税,70000,大工手間,,,,,,
,,,,,売上高,課税売上10%,33000,内税,3000,既存引き戸解体工事,,,,,,
,,,,,売上高,課税売上10%,528000,内税,48000,新規フロント　間口２６５０高さ２２００,,,,,,
,,,,,売上高,課税売上10%,60500,内税,5500,フロント取り付け費,,,,,,
,,,,,売上高,課税売上10%,71500,内税,6500,カラス工事＊６mm使用,,,,,,
,,,,,売上高,課税売上10%,16500,内税,1500,シール工事,,,,,,
,,,,,売上高,課税売上10%,75680,内税,6880,手洗いなし便器,,,,,,
,,,,,売上高,課税売上10%,41800,内税,3800,リモコン付きウォシュレット,,,,,,
,,,,,売上高,課税売上10%,27500,内税,2500,器具取付費,,,,,,
,,,,,売上高,課税売上10%,41800,内税,3800,配管工事,,,,,,
,,,,,売上高,課税売上10%,17160,内税,1560,大引き材,,,,,,
,,,,,売上高,課税売上10%,7920,内税,720,束材,,,,,,
,,,,,売上高,課税売上10%,42900,内税,3900,デッキ材１４５＊３０００,,,,,,
,,,,,売上高,課税売上10%,8360,内税,760,幕板,,,,,,
,,,,,売上高,課税売上10%,6050,内税,550,ビス金物,,,,,,
,,,,,売上高,課税売上10%,55000,内税,5000,工事費,,,,,,
,,,,,売上高,課税売上10%,55000,内税,5000,工事車両関係費,,,,,,
,,,,,売上高,課税売上10%,33000,内税,3000,資材運搬費,,,,,,
,,,,,売上高,課税売上10%,55000,内税,5000,工事発生残材処分費,,,,,,
,,,,,売上高,課税売上10%,330000,内税,30000,養生費及び当社経費,,,,,,
,,,,,売上高,課税売上10%,-330000,内税,-30000,割引,,,,,,
支出,,2021/08/04,,ENEOS,車両費,課対仕入10%,8920,内税,810,"",,,,2021/08/04,現金,8920
支出,,2021/08/04,,,旅費交通費,課対仕入10%,1570,内税,142,,,,,2021/08/04,freeeセゾンプラチナビジネスカード,1570
支出,,2021/08/04,,,旅費交通費,課対仕入10%,1570,内税,142,,,,,2021/08/04,freeeセゾンプラチナビジネスカード,1570
支出,,2021/08/03,,ENEOS,車両費,課対仕入10%,3620,内税,329,"",,,,2021/08/03,現金,3620
支出,,2021/08/03,,ビバホーム,仕入高,課対仕入10%,5343,内税,485,"",,,,2021/08/03,現金,5343
支出,,2021/08/02,,ケンデポ,仕入高,課対仕入10%,6340,内税,576,"",,,,2021/08/02,現金,6340
支出,,2021/08/02,,株式会社イシダ,外注費,課対仕入10%,23650,内税,2150,"",,,,2021/08/02,現金,23650
支出,,2021/08/02,,ケンデポ,仕入高,課対仕入10%,18383,内税,1671,"",,,,2021/08/02,現金,18383
支出,,2021/07/31,,ケンデポ,仕入高,課対仕入10%,16887,内税,1535,"",,,,2021/07/31,現金,16887
支出,,2021/07/31,,ケンデポ,仕入高,課対仕入10%,3385,内税,307,"",,,,2021/07/31,現金,3385
支出,,2021/07/31,,ケンデポ,仕入高,課対仕入10%,4571,内税,415,"",,,,2021/07/31,現金,4571
支出,,2021/07/31,,株式会社イシダ,外注費,課対仕入10%,19910,内税,1810,"",,,,2021/07/31,現金,19910
支出,,2021/07/31,,,通信費,課対仕入10%,22000,内税,2000,,,,,2021/07/31,freeeセゾンプラチナビジネスカード,22000
支出,,2021/07/31,,,旅費交通費,課対仕入10%,1520,内税,138,,,,,2021/07/31,freeeセゾンプラチナビジネスカード,1520
支出,,2021/07/31,,,旅費交通費,課対仕入10%,420,内税,38,,,,,2021/07/31,freeeセゾンプラチナビジネスカード,420
支出,,2021/07/30,,ケンデポ,仕入高,課対仕入10%,25016,内税,2274,"",,,,2021/07/30,現金,25016
支出,,2021/07/30,,足立入谷ＳＳ,車両費,課対仕入10%,5000,内税,454,"",,,,2021/07/30,現金,5000
支出,,2021/07/30,,,外注費,課対仕入10%,127600,内税,11600,"",,,,2021/07/30,みずほ（法人）（API）,127600
支出,,2021/07/30,,,支払手数料,課対仕入10%,770,内税,70,,,,,2021/07/30,みずほ（法人）（API）,770
支出,,2021/07/30,,,支払手数料,課対仕入10%,770,内税,70,,,,,2021/07/30,みずほ（法人）（API）,770
支出,,2021/07/30,,,支払手数料,課対仕入10%,770,内税,70,,,,,2021/07/30,みずほ（法人）（API）,770
支出,,2021/07/30,,,旅費交通費,課対仕入10%,420,内税,38,,,,,2021/07/30,freeeセゾンプラチナビジネスカード,420
支出,,2021/07/29,,ファミリーマート,雑費,課対仕入10%,1890,内税,171,"",,,,2021/07/29,現金,1890
支出,,2021/07/29,,ロイヤルホームセンター,仕入高,課対仕入10%,9867,内税,897,"",,,,2021/07/29,現金,9867
支出,,2021/07/29,,ケンデポ,仕入高,課対仕入10%,1155,内税,105,"",,,,2021/07/29,現金,1155
支出,,2021/07/28,,ロイヤルホームセンター,仕入高,課対仕入10%,355,内税,32,"",,,,2021/07/28,現金,355
支出,,2021/07/28,,島忠ホームズ,仕入高,課対仕入10%,1380,内税,125,"",,,,2021/07/28,現金,1380
支出,,2021/07/28,,ロイヤルホームセンター,仕入高,課対仕入10%,26078,内税,2370,"",,,,2021/07/28,現金,26078
支出,,2021/07/27,,ケンデポ,仕入高,課対仕入10%,13283,内税,1207,"",,,,2021/07/27,現金,13283
支出,,2021/07/27,,島忠ホームズ,仕入高,課対仕入10%,4099,内税,372,"",,,,2021/07/27,現金,4099
支出,,2021/07/27,,,支払手数料,課対仕入10%,220,内税,20,,,,,2021/07/27,みずほ（法人）（API）,220
支出,,2021/07/26,,タイムズ２４株式会社,車両費,課対仕入10%,5940,内税,540,"",,,,2021/07/26,現金,5940
支出,,2021/07/26,,ケンデポ,仕入高,課対仕入10%,1900,内税,172,"",,,,2021/07/26,現金,1900
支出,,2021/07/26,,,旅費交通費,課対仕入10%,1600,内税,145,,,,,2021/07/26,freeeセゾンプラチナビジネスカード,1600
支出,,2021/07/26,,,旅費交通費,課対仕入10%,1580,内税,143,,,,,2021/07/26,freeeセゾンプラチナビジネスカード,1580
支出,,2021/07/24,,ケンデポ,仕入高,課対仕入10%,16891,内税,1535,"",,,,2021/07/24,現金,16891
支出,,2021/07/24,,,旅費交通費,課対仕入10%,1570,内税,142,,,,,2021/07/24,freeeセゾンプラチナビジネスカード,1570
支出,,2021/07/24,,,旅費交通費,課対仕入10%,1570,内税,142,,,,,2021/07/24,freeeセゾンプラチナビジネスカード,1570
支出,,2021/07/24,,,旅費交通費,課対仕入10%,420,内税,38,,,,,2021/07/24,freeeセゾンプラチナビジネスカード,420
支出,,2021/07/23,,ケンデポ,仕入高,課対仕入10%,42332,内税,3848,"",,,,2021/07/23,現金,42332
支出,,2021/07/22,,ビバホーム,仕入高,課対仕入10%,3278,内税,298,"",,,,2021/07/22,現金,3278
支出,,2021/07/22,,ビバホーム,仕入高,課対仕入10%,38968,内税,3542,"",,,,2021/07/22,現金,38968
支出,,2021/07/22,,,支払手数料,課対仕入10%,220,内税,20,,,,,2021/07/22,みずほ（法人）（API）,220
支出,,2021/07/22,,,旅費交通費,課対仕入10%,1730,内税,157,,,,,2021/07/22,freeeセゾンプラチナビジネスカード,1730
支出,,2021/07/22,,,旅費交通費,課対仕入10%,1640,内税,149,,,,,2021/07/22,freeeセゾンプラチナビジネスカード,1640
支出,,2021/07/21,,ケンデポ,仕入高,課対仕入10%,4180,内税,380,"",,,,2021/07/21,現金,4180
支出,,2021/07/20,,ケンデポ,仕入高,課対仕入10%,38200,内税,3472,"",,,,2021/07/20,現金,38200
支出,,2021/07/20,,,支払手数料,課対仕入10%,220,内税,20,,,,,2021/07/20,みずほ（法人）（API）,220
支出,,2021/07/20,,,法定福利費,対象外,39200,内税,0,健康保険料（事業主負担分）,健康保険料（事業主負担分）,,,2021/08/31,みずほ（法人）（API）,231280
,,,,,法定福利費,対象外,1800,内税,0,介護保険料（事業主負担分）,介護保険料（事業主負担分）,,,,,
,,,,,法定福利費,対象外,73200,内税,0,厚生年金保険料（事業主負担分）,厚生年金保険料（事業主負担分）,,,,,
,,,,,法定福利費,対象外,2880,内税,0,子ども・子育て拠出金,,,,,,
,,,,,預り金,対象外,39200,内税,0,健康保険料（預り分）,健康保険料（預り分）,,,,,
,,,,,預り金,対象外,1800,内税,0,介護保険料（預り分）,介護保険料（預り分）,,,,,
,,,,,預り金,対象外,73200,内税,0,厚生年金保険料（預り分）,厚生年金保険料（預り分）,,,,,
支出,,2021/07/20,,,給料手当,対象外,600000,内税,0,基本給,基本給,,,2021/07/30,みずほ（法人）（API）,167530
,,,,,役員報酬,対象外,200000,内税,0,役員報酬,,,,2021/07/30,みずほ（法人）（API）,167530
,,,,,預り金,対象外,-39200,内税,0,健康保険料（預り分）,健康保険料（預り分）,,,2021/07/20,現金,335560
,,,,,預り金,対象外,-1800,内税,0,介護保険料（預り分）,介護保険料（預り分）,,,,,
,,,,,預り金,対象外,-73200,内税,0,厚生年金保険料（預り分）,厚生年金保険料（預り分）,,,,,
,,,,,立替金,対象外,-1800,内税,0,雇用保険料（預り分）,雇用保険料（預り分）,,,,,
,,,,,預り金,対象外,-13380,内税,0,源泉所得税,源泉所得税,,,,,
収入,2,2021/07/20,,株式会社東洋ビルサービス,売上高,課税売上10%,27500,内税,2500,工事費,,,,2021/08/31,みずほ（法人）（API）,36080
,,,,,売上高,課税売上10%,8580,内税,780,材料費,,,,,,
支出,,2021/07/19,,ケンデポ,仕入高,課対仕入10%,14168,内税,1288,"",,,,2021/07/19,現金,14168
支出,,2021/07/19,,島忠ホームズ,仕入高,課対仕入10%,1923,内税,174,"",,,,2021/07/19,現金,1923
支出,,2021/07/19,,ケンデポ,仕入高,課対仕入10%,2329,内税,211,"",,,,2021/07/19,現金,2329
支出,,2021/07/19,,,支払手数料,課対仕入10%,110,内税,10,"",,,,2021/07/19,みずほ（法人）（API）,110
支出,,2021/07/18,,,支払手数料,課対仕入10%,220,内税,20,,,,,2021/07/18,みずほ（法人）（API）,220
支出,,2021/07/17,,ケンデポ,仕入高,課対仕入10%,32795,内税,2981,"",,,,2021/07/17,現金,32795
支出,,2021/07/17,,ケンデポ,仕入高,課対仕入10%,1381,内税,125,"",,,,2021/07/17,現金,1381
支出,,2021/07/17,,セブンイレブン,雑費,課対仕入10%,1048,内税,95,"",,,,2021/07/17,現金,1048
支出,,2021/07/17,,ケンデポ,仕入高,課対仕入10%,1699,内税,154,"",,,,2021/07/17,現金,1699
支出,,2021/07/16,,ケンデポ,仕入高,課対仕入10%,3874,内税,352,"",,,,2021/07/16,現金,3874
支出,,2021/07/16,,三井のリパーク,車両費,課対仕入10%,1000,内税,90,"",,,,2021/07/16,現金,1000
支出,,2021/07/16,,ENEOS,車両費,課対仕入10%,3773,内税,343,"",,,,2021/07/16,現金,3773
支出,,2021/07/16,,ロイヤルホームセンター,仕入高,課対仕入10%,4549,内税,413,"",,,,2021/07/16,現金,4549
支出,,2021/07/16,,,仕入高,課対仕入10%,5298,内税,481,,,,,2021/07/16,freeeセゾンプラチナビジネスカード,5298
支出,,2021/07/16,,,旅費交通費,課対仕入10%,570,内税,51,,,,,2021/07/16,freeeセゾンプラチナビジネスカード,570
支出,,2021/07/16,,,旅費交通費,課対仕入10%,590,内税,53,,,,,2021/07/16,freeeセゾンプラチナビジネスカード,590
支出,,2021/07/15,,ケンデポ,仕入高,課対仕入10%,3891,内税,353,"",,,,2021/07/15,現金,3891
支出,,2021/07/15,,ケンデポ,仕入高,課対仕入10%,50765,内税,4615,"",,,,2021/07/15,現金,50765
支出,,2021/07/15,,(株)フジ,消耗品費,課対仕入10%,11088,内税,1008,"",,,,2021/07/15,現金,11088
支出,,2021/07/15,,ケンデポ,仕入高,課対仕入10%,25322,内税,2302,"",,,,2021/07/15,現金,25322
支出,,2021/07/15,,,仕入高,課対仕入10%,484000,内税,44000,,,,,2021/07/15,みずほ（法人）（API）,484000
支出,,2021/07/15,,,支払手数料,課対仕入10%,220,内税,20,,,,,2021/07/15,ゆうちょ（法人）（API） 〇三八店 普通 ***6300,220
支出,,2021/07/15,,,支払手数料,課対仕入10%,770,内税,70,,,,,2021/07/15,みずほ（法人）（API）,770
支出,,2021/07/15,,,旅費交通費,課対仕入10%,290,内税,26,,,,,2021/07/15,freeeセゾンプラチナビジネスカード,290
支出,,2021/07/15,,,旅費交通費,課対仕入10%,420,内税,38,,,,,2021/07/15,freeeセゾンプラチナビジネスカード,420
支出,,2021/07/15,,,旅費交通費,課対仕入10%,420,内税,38,,,,,2021/07/15,freeeセゾンプラチナビジネスカード,420
支出,,2021/07/14,,ケンデポ,仕入高,課対仕入10%,34097,内税,3099,"",,,,2021/07/14,現金,34097
支出,,2021/07/14,,島忠ホームズ,仕入高,課対仕入10%,33640,内税,3058,"",,,,2021/07/14,現金,33640
収入,,2021/07/14,,,売上高,課税売上10%,447000,内税,40636,,,,,2021/07/14,ゆうちょ（法人）（API） 〇三八店 普通 ***6300,447000
支出,,2021/07/14,,,車両費,課対仕入10%,8404,内税,764,,,,,2021/07/14,freeeセゾンプラチナビジネスカード,8404
支出,,2021/07/14,,,旅費交通費,課対仕入10%,420,内税,38,,,,,2021/07/14,freeeセゾンプラチナビジネスカード,420
支出,,2021/07/14,,,旅費交通費,課対仕入10%,420,内税,38,,,,,2021/07/14,freeeセゾンプラチナビジネスカード,420
支出,,2021/07/13,,浦和岸町パーキング,車両費,課対仕入10%,800,内税,72,"",,,,2021/07/13,現金,800
支出,,2021/07/13,,,仕入高,課対仕入10%,6976,内税,634,,,,,2021/07/13,freeeセゾンプラチナビジネスカード,6976
支出,,2021/07/12,,ケンデポ,仕入高,課対仕入10%,13994,内税,1272,"",,,,2021/07/12,現金,13994
支出,,2021/07/12,,首都高速道路株式会社,車両費,課対仕入10%,1320,内税,120,"",,,,2021/07/12,現金,1320
支出,,2021/07/12,,首都高速道路株式会社,車両費,課対仕入10%,1320,内税,120,"",,,,2021/07/12,現金,1320
支出,,2021/07/12,,ケンデポ,仕入高,課対仕入10%,18348,内税,1668,"",,,,2021/07/12,現金,18348
支出,,2021/07/12,,ケンデポ,仕入高,課対仕入10%,11127,内税,1011,"",,,,2021/07/12,現金,11127
支出,,2021/07/12,,,支払手数料,課対仕入10%,220,内税,20,,,,,2021/07/12,みずほ（法人）（API）,220
支出,,2021/07/12,,,支払手数料,課対仕入10%,220,内税,20,,,,,2021/07/12,みずほ（法人）（API）,220
支出,,2021/07/11,,八洲カントリークラブ,交際費,課対仕入10%,32650,内税,2968,"",,,,2021/07/11,現金,32650
支出,,2021/07/10,,セブンイレブン,会議費,課対仕入10%,3176,内税,288,"",,,,2021/07/10,現金,3176
支出,,2021/07/10,,のとだらぼち,交際費,課対仕入10%,26477,内税,2407,"",,,,2021/07/10,現金,26477
支出,,2021/07/10,,,支払手数料,課対仕入10%,220,内税,20,,,,,2021/07/10,みずほ（法人）（API）,220
支出,,2021/07/10,,,支払手数料,課対仕入10%,220,内税,20,"",,,,2021/07/10,みずほ（法人）（API）,220
支出,,2021/07/10,,,消耗品費,課対仕入10%,541,内税,49,"",,,,2021/07/10,freeeセゾンプラチナビジネスカード,541
支出,,2021/07/10,,,消耗品費,課対仕入10%,889,内税,80,,,,,2021/07/10,freeeセゾンプラチナビジネスカード,889
支出,,2021/07/10,,,仕入高,課対仕入10%,57695,内税,5245,,,,,2021/07/10,freeeセゾンプラチナビジネスカード,57695
